date yr0 yrhalf yr01 yr02 yr03 yr04 yr05 yr07 yr10 yr15 yr20 yr30 yr40
20080702 0 0 0.00395 0.0073 0.0105 0.012616 0.01425 0.015884 0.01675 0 0 0 0
20080703 0 0 0.00405 0.007145 0.0101 0.012415 0.01442 0.016362 0.0173 0 0 0 0
20080704 0 0 0.004028 0.007111 0.010051 0.012355 0.01435 0.016309 0.0173 0 0 0 0
20080707 0 0 0.004 0.00698 0.00982 0.012056 0.014 0.015943 0.01698 0 0 0 0
20080708 0 0 0.004039 0.007052 0.00992 0.012148 0.01407 0.015891 0.0167 0 0 0 0
20080709 0 0 0.003923 0.006856 0.00965 0.011747 0.01352 0.015423 0.01665 0 0 0 0
20080710 0 0 0.004061 0.0071 0.009802 0.011802 0.01348 0.015283 0.01645 0 0 0 0
20080711 0 0 0.004 0.007 0.00974 0.01177 0.01349 0.01525 0.01655 0 0 0 0
20080714 0 0 0.00382 0.00669 0.0093 0.01134 0.0131 0.01489 0.0162 0 0 0 0
20080715 0 0 0.00416 0.0073 0.0094 0.01144 0.01342 0.01511 0.01635 0 0 0 0
20080716 0 0 0.00418 0.00733 0.00944 0.01139 0.01323 0.01503 0.01635 0 0 0 0
20080717 0 0 0.00391 0.00686 0.00883 0.01066 0.01238 0.01406 0.0153 0 0 0 0
20080718 0 0 0.00388 0.00681 0.00876 0.01057 0.01228 0.01395 0.01518 0 0 0 0
20080721 0 0 0.00382 0.0064 0.00831 0.01012 0.01185 0.0136 0.01491 0 0 0 0
20080722 0 0 0.0038 0.00637 0.00827 0.01007 0.0118 0.01354 0.01485 0 0 0 0
20080723 0 0 0.00364 0.0061 0.0084 0.01002 0.01133 0.01262 0.0136 0 0 0 0
20080724 0 0 0.00375 0.00629 0.00866 0.01033 0.01168 0.01312 0.0142 0 0 0 0
20080725 0 0 0.00379 0.00636 0.00877 0.01047 0.01183 0.01364 0.015 0 0 0 0
20080728 0 0 0.00383 0.00645 0.00888 0.01059 0.01197 0.01373 0.01505 0 0 0 0
20080729 0 0 0.00366 0.00617 0.0085 0.0103 0.01183 0.01348 0.01472 0 0 0 0
20080730 0 0 0.00355 0.00599 0.00825 0.01011 0.01177 0.01345 0.01471 0 0 0 0
20080731 0 0 0.00363 0.00612 0.00843 0.01034 0.01203 0.01371 0.01496 0 0 0 0
20080801 0 0 0.00357 0.00631 0.0087 0.01061 0.0123 0.01392 0.0151 0 0 0 0
20080804 0 0 0.00362 0.00642 0.00885 0.01079 0.0125 0.01409 0.01525 0 0 0 0
20080805 0 0 0.00356 0.00631 0.00869 0.0106 0.01228 0.01402 0.0153 0 0 0 0
20080806 0 0 0.00335 0.00595 0.0082 0.0102 0.01205 0.01398 0.01539 0 0 0 0
20080807 0 0 0.0034 0.00604 0.00832 0.01034 0.01222 0.01418 0.0156 0 0 0 0
20080808 0 0 0.00356 0.00633 0.00872 0.01083 0.0128 0.01484 0.01633 0 0 0 0
20080811 0 0 0.00356 0.00635 0.00855 0.01049 0.01228 0.01388 0.01505 0 0 0 0
20080812 0 0 0.0037 0.00632 0.00855 0.01054 0.0124 0.01396 0.0151 0 0 0 0
20080813 0 0 0.00373 0.00638 0.00863 0.01055 0.0123 0.01393 0.01512 0 0 0 0
20080814 0 0 0.00375 0.0067 0.00871 0.01054 0.01227 0.01393 0.01515 0 0 0 0
20080815 0 0 0.00361 0.00645 0.0088 0.01074 0.01248 0.01412 0.01532 0 0 0 0
20080818 0 0 0.00367 0.00657 0.00897 0.01094 0.01271 0.01438 0.0156 0 0 0 0
20080819 0 0 0.00385 0.00689 0.0094 0.0115 0.0134 0.01501 0.01619 0 0 0 0
20080820 0 0 0.00408 0.00696 0.0095 0.01156 0.01337 0.01504 0.01629 0 0 0 0
20080821 0 0 0.00411 0.00701 0.00957 0.01165 0.01347 0.01515 0.01641 0 0 0 0
20080822 0 0 0.00397 0.00678 0.00925 0.01133 0.0132 0.0149 0.01617 0 0 0 0
20080825 0 0 0.00411 0.00704 0.0096 0.01163 0.0134 0.01506 0.0163 0 0 0 0
20080826 0 0 0.00419 0.00718 0.00979 0.01187 0.01367 0.01536 0.01662 0 0 0 0
20080827 0 0 0.00407 0.00696 0.0095 0.01164 0.01355 0.01514 0.01635 0 0 0 0
20080828 0 0 0.00402 0.00689 0.0094 0.0115 0.01338 0.01494 0.01612 0 0 0 0
20080829 0 0 0.00403 0.00691 0.00943 0.01154 0.01342 0.01512 0.0164 0 0 0 0
20080901 0 0 0.00403 0.00691 0.00943 0.01154 0.01342 0.01512 0.0164 0 0 0 0
20080902 0 0 0.00403 0.00691 0.00943 0.01154 0.01342 0.01512 0.0164 0 0 0 0
20080903 0 0 0.00405 0.00709 0.00975 0.01192 0.01384 0.01556 0.01685 0 0 0 0
20080904 0 0 0.00407 0.00713 0.0098 0.01225 0.01453 0.01572 0.01674 0 0 0 0
20080905 0 0 0.00448 0.00786 0.0108 0.01307 0.015 0.01681 0.01816 0 0 0 0
20080908 0 0 0.00427 0.00749 0.0103 0.01256 0.01452 0.0164 0.0178 0 0 0 0
20080909 0 0 0.00454 0.00797 0.01095 0.01334 0.01543 0.01717 0.0185 0 0 0 0
20080910 0 0 0.00452 0.00795 0.01093 0.01332 0.0154 0.01726 0.01865 0 0 0 0
20080911 0 0 0.00465 0.00819 0.01125 0.01348 0.01533 0.01755 0.01913 0 0 0 0
20080912 0 0 0.00455 0.008 0.011 0.01343 0.01555 0.01726 0.01857 0 0 0 0
20080915 0 0 0.00563 0.00993 0.01363 0.01661 0.0192 0.02128 0.02287 0 0 0 0
20080916 0 0 0.00608 0.01073 0.01473 0.01795 0.02075 0.02319 0.025 0 0 0 0
20080917 0 0 0.0076 0.0135 0.0167 0.01946 0.02195 0.02406 0.02565 0 0 0 0
20080918 0 0 0.0069 0.01227 0.01519 0.01772 0.02 0.02193 0.02338 0 0 0 0
20080919 0 0 0.0075 0.01164 0.0139 0.01614 0.01828 0.02034 0.02185 0 0 0 0
20080922 0 0 0.00673 0.01002 0.012 0.01397 0.01587 0.01776 0.01918 0 0 0 0
20080923 0 0 0.00706 0.01052 0.01259 0.01465 0.01663 0.01879 0.02038 0 0 0 0
20080924 0 0 0.00694 0.01035 0.01238 0.01441 0.01636 0.01865 0.02032 0 0 0 0
20080925 0 0 0.00647 0.00965 0.01155 0.0137 0.01587 0.01825 0.02 0 0 0 0
20080926 0 0 0.00665 0.00992 0.01187 0.01408 0.0163 0.01873 0.02052 0 0 0 0
20080929 0 0 0.00753 0.01125 0.01346 0.01595 0.01845 0.02117 0.02317 0 0 0 0
20080930 0 0 0.00753 0.01126 0.01348 0.01598 0.0185 0.02074 0.02245 0 0 0 0
20081001 0 0 0.00714 0.01068 0.01278 0.01499 0.01715 0.01958 0.02135 0 0 0 0
20081002 0.23227944547 0.23227944547 0.00787 0.01177 0.01408 0.01651 0.01888 0.02045 0.0216 0 0 0 0
20081003 0.220835065502 0.220835065502 0.00797 0.01193 0.01428 0.01675 0.01915 0.02222 0.02445 0 0 0 0
20081006 0.24264216504 0.24264216504 0.00851 0.01379 0.01554 0.01846 0.02062 0.02374 0.02617 0 0 0 0
20081007 0.281843983828 0.281843983828 0.00963 0.01561 0.01758 0.02087 0.0233 0.02679 0.02951 0 0 0 0
20081008 0.307001757182 0.307001757182 0.0107 0.01735 0.01954 0.02318 0.02585 0.02969 0.03264 0 0 0 0
20081009 0.383760085789 0.383760085789 0.01205 0.01952 0.02198 0.02604 0.02901 0.03323 0.03647 0 0 0 0
20081010 0.407161904332 0.407161904332 0.01289 0.02088 0.0235 0.02781 0.03095 0.0354 0.0388 0 0 0 0
20081013 0.498346477192 0.498346477192 0.01289 0.02088 0.0235 0.02781 0.03095 0.0354 0.0388 0 0 0 0
20081014 0.348709813318 0.348709813318 0.01209 0.01961 0.02207 0.02613 0.0291 0.03332 0.03657 0 0 0 0
20081015 0.324024605442 0.324024605442 0.01186 0.01925 0.02167 0.02565 0.02855 0.03268 0.03586 0 0 0 0
20081016 0.665388035765 0.665388035765 0.0235 0.0268 0.02888 0.03115 0.03275 0.03458 0.0359 0 0 0 0
20081017 0.501240865435 0.501240865435 0.02419 0.02759 0.02973 0.03206 0.0337 0.03558 0.03693 0 0 0 0
20081020 0.420005916216 0.420005916216 0.02423 0.02765 0.02979 0.03214 0.03378 0.03566 0.03701 0 0 0 0
20081021 0.434685078724 0.434685078724 0.02456 0.02803 0.03021 0.03258 0.03425 0.03616 0.03753 0 0 0 0
20081022 0.682415907323 0.682415907323 0.03667 0.04179 0.04497 0.04838 0.05075 0.05342 0.05528 0 0 0 0
20081023 0.804334561575 0.804334561575 0.04473 0.05092 0.05473 0.05879 0.06158 0.06468 0.06681 0 0 0 0
20081024 0.736976084898 0.736976084898 0.04355 0.04959 0.05331 0.05728 0.06 0.06304 0.06513 0 0 0 0
20081027 0.664845758404 0.664845758404 0.04252 0.04845 0.05209 0.05597 0.05864 0.06163 0.06369 0 0 0 0
20081028 0.594627161601 0.594627161601 0.03483 0.03974 0.04277 0.04604 0.0483 0.05085 0.05265 0 0 0 0
20081029 0.584470106219 0.584470106219 0.0386 0.04019 0.04117 0.04225 0.043 0.04389 0.04453 0 0 0 0
20081030 0.498642235967 0.498642235967 0.03471 0.03615 0.03704 0.03801 0.0387 0.03951 0.0401 0 0 0 0
20081031 0.466622318454 0.466622318454 0.0285 0.03044 0.03165 0.03355 0.03494 0.03554 0.03598 0 0 0 0
20081103 0.463579704054 0.463579704054 0.02649 0.0283 0.02943 0.03121 0.03251 0.03307 0.03348 0 0 0 0
20081104 0.453798704444 0.453798704444 0.02404 0.0257 0.02672 0.02835 0.02954 0.03005 0.03042 0 0 0 0
20081105 0.500505720376 0.500505720376 0.02609 0.02788 0.029 0.03076 0.03205 0.03345 0.03445 0 0 0 0
20081106 0.531439102117 0.531439102117 0.02726 0.02914 0.0303 0.03237 0.03389 0.03512 0.036 0 0 0 0
20081107 0.524069828779 0.524069828779 0.02735 0.02924 0.0304 0.03248 0.034 0.03523 0.03612 0 0 0 0
20081110 0.537341311147 0.537341311147 0.02675 0.02861 0.02975 0.03107 0.032 0.03351 0.0346 0 0 0 0
20081111 0.530113594273 0.530113594273 0.02675 0.02861 0.02975 0.03107 0.032 0.03351 0.0346 0 0 0 0
20081112 0.630060769423 0.630060769423 0.03134 0.03351 0.03484 0.03638 0.03745 0.03918 0.04042 0 0 0 0
20081113 0.599674497494 0.599674497494 0.031 0.03329 0.03468 0.03618 0.03723 0.0389 0.0401 0 0 0 0
20081114 0.601510997963 0.601510997963 0.0302 0.03243 0.03379 0.03526 0.03628 0.03792 0.03909 0 0 0 0
20081117 0.635771203657 0.635771203657 0.03177 0.03412 0.03555 0.03683 0.0377 0.0391 0.0401 0 0 0 0
20081118 0.644415715136 0.644415715136 0.03243 0.03483 0.03568 0.03736 0.03836 0.03945 0.04024 0 0 0 0
20081119 0.945346751821 0.945346751821 0.03641 0.03911 0.04006 0.04156 0.04244 0.04403 0.04515 0 0 0 0
20081120 1.173035424961 1.173035424961 0.03941 0.04233 0.04335 0.04497 0.04593 0.04763 0.04883 0 0 0 0
20081121 1.113448592441 1.113448592441 0.03879 0.04166 0.04267 0.04426 0.0452 0.04687 0.04806 0 0 0 0
20081124 1.06092772977 1.06092772977 0.03311 0.03559 0.03645 0.03964 0.0415 0.04104 0.0407 0 0 0 0
20081125 1.018971102131 1.018971102131 0.02929 0.03149 0.03226 0.03514 0.03682 0.03638 0.03605 0 0 0 0
20081126 0.935041104977 0.935041104977 0.02939 0.0316 0.03237 0.03402 0.035 0.03593 0.0366 0 0 0 0
20081127 0.935904746777 0.935904746777 0.02944 0.03161 0.0324 0.03404 0.03499 0.03594 0.03661 0 0 0 0
20081128 0.86601000014 0.86601000014 0.0282 0.03109 0.0321 0.03329 0.034 0.03502 0.0358 0 0 0 0
20081201 0.86870806355 0.86870806355 0.02888 0.03184 0.0329 0.03409 0.03482 0.03587 0.03671 0 0 0 0
20081202 0.856632030963 0.856632030963 0.03073 0.03388 0.03501 0.03627 0.03705 0.03816 0.03905 0 0 0 0
20081203 0.821161807197 0.821161807197 0.03094 0.03411 0.03524 0.03652 0.0373 0.03842 0.03932 0 0 0 0
20081204 0.802259061763 0.802259061763 0.03491 0.03848 0.03976 0.04118 0.04205 0.04188 0.04135 0 0 0 0
20081205 0.867492409015 0.867492409015 0.0369 0.04068 0.04202 0.04352 0.04443 0.04426 0.0437 0 0 0 0
20081208 0.734723570948 0.734723570948 0.03331 0.03674 0.03795 0.03932 0.04015 0.03998 0.03946 0 0 0 0
20081209 0.741528339868 0.741528339868 0.03247 0.03582 0.03701 0.03834 0.03915 0.03898 0.03847 0 0 0 0
20081210 0.753134139583 0.753134139583 0.03251 0.03587 0.03706 0.03839 0.0392 0.03904 0.03852 0 0 0 0
20081211 0.753346503807 0.753346503807 0.03254 0.03592 0.0371 0.03844 0.03925 0.03908 0.03856 0 0 0 0
20081212 0.761013615321 0.761013615321 0.03382 0.03733 0.03857 0.03995 0.04079 0.04062 0.04008 0 0 0 0
20081215 0.772675566421 0.772675566421 0.0343 0.03787 0.03912 0.04052 0.04138 0.0412 0.04065 0 0 0 0
20081216 0.807765003153 0.807765003153 0.03434 0.03792 0.03917 0.04057 0.04143 0.04254 0.0434 0 0 0 0
20081217 0.711583956102 0.711583956102 0.03125 0.03453 0.03567 0.03696 0.03775 0.03878 0.03958 0 0 0 0
20081218 0.638665789391 0.638665789391 0.02739 0.03028 0.03129 0.03243 0.03313 0.03405 0.03477 0 0 0 0
20081219 0.606929781369 0.606929781369 0.02514 0.02781 0.0287 0.03147 0.03309 0.03442 0.0352 0 0 0 0
20081222 0.553507995727 0.553507995727 0.02546 0.02789 0.02873 0.03153 0.03316 0.03454 0.03537 0 0 0 0
20081223 0.572354844659 0.572354844659 0.0256 0.028 0.02883 0.03165 0.03328 0.03467 0.03552 0 0 0 0
20081224 0.578844959404 0.578844959404 0.02566 0.02806 0.02889 0.03172 0.03337 0.03477 0.03563 0 0 0 0
20081225 0.584367614546 0.584367614546 0.02566 0.02806 0.02889 0.03172 0.03337 0.03477 0.03563 0 0 0 0
20081226 0.529428666834 0.529428666834 0.02566 0.02806 0.02889 0.03172 0.03337 0.03477 0.03563 0 0 0 0
20081229 0.516080536722 0.516080536722 0.0252 0.02762 0.02851 0.03143 0.03304 0.03428 0.03511 0 0 0 0
20081230 0.46933061435 0.46933061435 0.02487 0.02727 0.02817 0.03109 0.03267 0.03384 0.03466 0 0 0 0
20081231 0.448293266759 0.448293266759 0.02451 0.02688 0.02969 0.03115 0.03204 0.03335 0.03433 0 0 0 0
20090101 0.452059419008 0.452059419008 0.02451 0.02688 0.02969 0.03115 0.03204 0.03335 0.03433 0 0 0 0
20090102 0.419629360467 0.419629360467 0.02447 0.02689 0.02969 0.03113 0.03199 0.03325 0.03422 0 0 0 0
20090105 0.363313235436 0.363313235436 0.02328 0.02559 0.02826 0.02963 0.03045 0.03164 0.03256 0 0 0 0
20090106 0.424015707005 0.424015707005 0.02367 0.02602 0.0269 0.02901 0.03028 0.03173 0.0328 0 0 0 0
20090107 0.412483243176 0.412483243176 0.02366 0.02602 0.0269 0.02913 0.03047 0.0317 0.0326 0 0 0 0
20090108 0.475130571477 0.475130571477 0.02605 0.02863 0.0296 0.03204 0.0335 0.03484 0.03582 0 0 0 0
20090109 0.474985871256 0.474985871256 0.02501 0.0275 0.02843 0.03079 0.0322 0.03359 0.0346 0 0 0 0
20090112 0.497915066186 0.497915066186 0.02577 0.02835 0.02931 0.03173 0.03318 0.03461 0.03565 0 0 0 0
20090113 0.511069094147 0.511069094147 0.02682 0.0295 0.0305 0.03242 0.03358 0.03492 0.03589 0 0 0 0
20090114 0.618470870849 0.618470870849 0.02673 0.02941 0.0304 0.03366 0.03562 0.03566 0.0357 0 0 0 0
20090115 0.638913078986 0.638913078986 0.0287 0.03157 0.03264 0.03471 0.03596 0.03722 0.03814 0 0 0 0
20090116 0.676955660099 0.676955660099 0.02866 0.03154 0.0326 0.03386 0.03462 0.03664 0.0381 0 0 0 0
20090119 0.709249473387 0.709249473387 0.02872 0.03163 0.03268 0.03394 0.03468 0.03671 0.03817 0 0 0 0
20090120 0.737318048664 0.737318048664 0.03189 0.03512 0.03628 0.03766 0.03848 0.04069 0.04227 0 0 0 0
20090121 0.63958853941 0.63958853941 0.0271 0.03259 0.03456 0.0369 0.03827 0.04118 0.04324 0 0 0 0
20090122 0.644064879886 0.644064879886 0.02675 0.03191 0.0338 0.03645 0.03804 0.03912 0.03991 0 0 0 0
20090123 0.681298901992 0.681298901992 0.02666 0.03228 0.03433 0.03692 0.03847 0.03941 0.0401 0 0 0 0
20090126 0.638158469526 0.638158469526 0.02488 0.03016 0.03207 0.03451 0.03597 0.03684 0.03749 0 0 0 0
20090127 0.65149883007 0.65149883007 0.02532 0.03069 0.03263 0.03511 0.03658 0.03749 0.03815 0 0 0 0
20090128 0.639794745758 0.639794745758 0.02514 0.03048 0.03242 0.03488 0.03635 0.03781 0.03886 0 0 0 0
20090129 0.646301507072 0.646301507072 0.02611 0.03166 0.03366 0.03617 0.03766 0.03883 0.03969 0 0 0 0
20090130 0.664477579628 0.664477579628 0.02675 0.03252 0.0346 0.03715 0.03867 0.04003 0.04101 0 0 0 0
20090202 0.496637378235 0.496637378235 0.02733 0.03324 0.03536 0.03795 0.0395 0.04088 0.04188 0 0 0 0
20090203 0.425116295788 0.425116295788 0.02647 0.03221 0.03427 0.03766 0.03967 0.04154 0.04289 0 0 0 0
20090204 0.513809529261 0.513809529261 0.0315 0.03599 0.03761 0.04073 0.04259 0.04323 0.04371 0 0 0 0
20090205 0.651137960017 0.651137960017 0.03168 0.03621 0.03783 0.04097 0.04283 0.04348 0.04396 0 0 0 0
20090206 0.655318529085 0.655318529085 0.03009 0.03444 0.03599 0.03906 0.04088 0.04149 0.04194 0 0 0 0
20090209 0.663302138685 0.663302138685 0.02931 0.03356 0.03508 0.03807 0.03985 0.04044 0.04088 0 0 0 0
20090210 0.573515906 0.573515906 0.02993 0.03427 0.03582 0.03887 0.04068 0.04128 0.04173 0 0 0 0
20090211 0.620184503279 0.620184503279 0.03096 0.03546 0.03706 0.04021 0.04209 0.04271 0.04317 0 0 0 0
20090212 0.65826730574 0.65826730574 0.03253 0.03726 0.03894 0.04224 0.0442 0.04486 0.04534 0 0 0 0
20090213 0.668598706611 0.668598706611 0.03237 0.03708 0.03875 0.04205 0.044 0.04539 0.0464 0 0 0 0
20090216 0.648154540714 0.648154540714 0.03243 0.03715 0.03882 0.04211 0.04405 0.04539 0.0464 0 0 0 0
20090217 0.805621250351 0.805621250351 0.03441 0.03941 0.04118 0.04465 0.0467 0.04811 0.04918 0 0 0 0
20090218 0.719310098947 0.719310098947 0.03427 0.03927 0.04103 0.0445 0.04655 0.04796 0.04903 0 0 0 0
20090219 0.724285120364 0.724285120364 0.0318 0.03645 0.03809 0.04133 0.04324 0.04456 0.04555 0 0 0 0
20090220 0.254997070225 0.254997070225 0.0352 0.04034 0.04214 0.0457 0.04779 0.04923 0.05031 0 0 0 0
20090223 0.034911 0.034911 0.034911 0.040031 0.041822 0.045356 0.047435 0.048865 0.049938 0 0 0 0
20090224 0.037021 0.037021 0.037021 0.042449 0.044344 0.048073 0.050262 0.051771 0.052899 0 0 0 0
20090225 0.036026 0.036026 0.036026 0.041321 0.043166 0.046801 0.048936 0.050404 0.051504 0 0 0 0
20090226 0.036009 0.036009 0.036009 0.041307 0.043149 0.046779 0.048908 0.050368 0.051459 0 0 0 0
20090227 0.036718 0.036718 0.036718 0.042123 0.043999 0.047689 0.04985 0.050925 0.051764 0 0 0 0
20090302 0.0375 0.0375 0.0375 0.04311 0.04501 0.04874 0.05088 0.0519 0.05264 0 0 0 0
20090303 0.039083 0.039083 0.039083 0.044931 0.046908 0.050784 0.053006 0.054068 0.054837 0 0 0 0
20090304 0.037582 0.037582 0.037582 0.043221 0.045125 0.048868 0.051015 0.052036 0.052778 0 0 0 0
20090305 0.03892 0.03892 0.03892 0.044761 0.046728 0.050589 0.0528 0.053852 0.054614 0 0 0 0
20090306 0.038452 0.038452 0.038452 0.044234 0.046179 0.050006 0.0522 0.053243 0.054 0 0 0 0
20090309 0.039085 0.039085 0.039085 0.044984 0.046958 0.050845 0.053069 0.054124 0.054889 0 0 0 0
20090310 0.036146 0.036146 0.036146 0.04162 0.04345 0.047071 0.049146 0.050123 0.050835 0 0 0 0
20090311 0.035664 0.035664 0.035664 0.041073 0.042878 0.046452 0.0485 0.049463 0.050163 0 0 0 0
20090312 0.034345 0.034345 0.034345 0.039569 0.041311 0.044771 0.046756 0.048842 0.050332 0 0 0 0
20090313 0.033104 0.033104 0.033104 0.038153 0.039833 0.043183 0.045106 0.04668 0.047813 0 0 0 0
20090316 0.032357 0.032357 0.032357 0.037317 0.038959 0.042243 0.044125 0.045475 0.04645 0 0 0 0
20090317 0.034 0.034 0.034 0.039241 0.041 0.04353 0.045031 0.046054 0.0468 0 0 0 0
20090318 0.033661 0.033661 0.033661 0.038859 0.0406 0.043107 0.044593 0.045294 0.045808 0 0 0 0
20090319 0.032701 0.032701 0.032701 0.037763 0.039456 0.042278 0.043948 0.045204 0.046117 0 0 0 0
20090320 0.0345 0.0345 0.0345 0.038615 0.040199 0.042754 0.044313 0.045738 0.046795 0 0 0 0
20090323 0.032 0.032 0.032 0.036772 0.0386 0.041272 0.042902 0.044075 0.04495 0 0 0 0
20090324 0.03232 0.03232 0.03232 0.037144 0.038989 0.041919 0.043702 0.044835 0.045681 0 0 0 0
20090325 0.033 0.033 0.033 0.037702 0.0395 0.042061 0.043625 0.044928 0.045904 0 0 0 0
20090326 0.0329 0.0329 0.0329 0.037567 0.03935 0.041021 0.042045 0.044091 0.045604 0 0 0 0
20090327 0.031538 0.031538 0.031538 0.036023 0.037735 0.040262 0.041805 0.043031 0.043952 0 0 0 0
20090330 0.0334 0.0334 0.0334 0.03844 0.040354 0.043012 0.044631 0.045859 0.046779 0 0 0 0
20090331 0.032249 0.032249 0.032249 0.036563 0.0382 0.040857 0.042476 0.043661 0.04455 0 0 0 0
20090401 0.0315 0.0315 0.0315 0.036255 0.038056 0.040841 0.042536 0.043648 0.044483 0 0 0 0
20090402 0.030211 0.030211 0.030211 0.034783 0.036514 0.039195 0.040828 0.041896 0.0427 0 0 0 0
20090403 0.025408 0.025408 0.025408 0.029276 0.030741 0.033025 0.034419 0.036049 0.037268 0 0 0 0
20090406 0.02519 0.02519 0.02519 0.02902 0.0305 0.03279 0.03421 0.03576 0.03694 0 0 0 0
20090407 0.0234 0.0234 0.0234 0.028197 0.03 0.032851 0.034585 0.035893 0.036874 0 0 0 0
20090408 0.023394 0.023394 0.023394 0.028197 0.03 0.032232 0.033594 0.035192 0.036388 0 0 0 0
20090409 0.021 0.021 0.021 0.0258 0.0276 0.03046 0.0322 0.033341 0.0342 0 0 0 0
20090410 0.021 0.021 0.021 0.0258 0.0276 0.03046 0.0322 0.03334 0.0342 0 0 0 0
20090413 0.021074 0.021074 0.021074 0.02591 0.027715 0.030586 0.032331 0.033472 0.034331 0 0 0 0
20090414 0.021076 0.021076 0.021076 0.025939 0.027748 0.030606 0.032324 0.033433 0.034252 0 0 0 0
20090415 0.021315 0.021315 0.021315 0.026238 0.028066 0.030956 0.032692 0.033812 0.034638 0 0 0 0
20090416 0.020935 0.020935 0.020935 0.025771 0.027571 0.030418 0.032128 0.034105 0.03555 0 0 0 0
20090417 0.020918 0.020918 0.020918 0.02576 0.027556 0.030399 0.032109 0.034086 0.03553 0 0 0 0
20090420 0.022 0.022 0.022 0.027995 0.0302 0.03309 0.034826 0.036254 0.0373 0 0 0 0
20090421 0.021849 0.021849 0.021849 0.027811 0.030002 0.032725 0.03436 0.035845 0.036931 0 0 0 0
20090422 0.02152 0.02152 0.02152 0.027388 0.02955 0.032834 0.0348 0.03664 0.037982 0 0 0 0
20090423 0.021782 0.021782 0.021782 0.027725 0.029913 0.033016 0.034875 0.036104 0.037007 0 0 0 0
20090424 0.020865 0.020865 0.020865 0.026578 0.028673 0.031653 0.033438 0.034887 0.03595 0 0 0 0
20090427 0.022507 0.022507 0.022507 0.028678 0.030934 0.034134 0.036047 0.037596 0.038728 0 0 0 0
20090428 0.022633 0.022633 0.022633 0.028848 0.031117 0.034339 0.036264 0.037823 0.038961 0 0 0 0
20090429 0.022724 0.022724 0.022724 0.028971 0.03125 0.033879 0.035451 0.03733 0.0387 0 0 0 0
20090430 0.021424 0.021424 0.021424 0.027335 0.029481 0.031964 0.03345 0.03523 0.036531 0 0 0 0
20090501 0.021429 0.021429 0.021429 0.027349 0.029496 0.031978 0.033462 0.034843 0.03585 0 0 0 0
20090504 0.019236 0.019236 0.019236 0.024584 0.026516 0.028757 0.0301 0.031344 0.032251 0 0 0 0
20090505 0.019239 0.019239 0.019239 0.024588 0.026473 0.028767 0.0301 0.03123 0.032177 0 0 0 0
20090506 0.0176 0.0176 0.0176 0.022508 0.024237 0.026346 0.027571 0.028608 0.029484 0 0 0 0
20090507 0.016822 0.016822 0.016822 0.021529 0.02318 0.025199 0.026372 0.027901 0.02895 0 0 0 0
20090508 0.016718 0.016718 0.016718 0.021398 0.02304 0.025046 0.02621 0.027724 0.028763 0 0 0 0
20090511 0.0157 0.0157 0.0157 0.021582 0.023635 0.026141 0.027592 0.029215 0.0304 0 0 0 0
